"MEblack","MEbrown4","MEcyan","MEdarkgreen","MEdarkolivegreen","MEdarkorange2","MEdarkturquoise","MEfloralwhite","MEgrey60","MElightgreen","MEplum1"
"X331_120501",0.101011972441203,-0.0310106055188274,-0.0654692658994492,-0.11596830437108,0.152868488409165,-0.117243667296158,-0.0889545050991437,0.0346619817313791,-0.0432833080061721,0.102332306492761,-0.0881499604427079
"X332_120501",0.10921131620426,-0.107634257231903,-0.061370262126289,-0.0336811466184247,0.0673355907215813,-0.133214607011024,-0.0667842714468553,-0.0383891142928815,-0.0853444619100662,0.0966673471122196,-0.0994183258646315
"X334_120501",-0.00204748876926207,-0.119591353867842,-0.0234765158356577,-0.0774405295162032,0.0976745222595674,-0.0141020074038884,-0.0101286461331868,0.0187491302943715,0.0396769097152022,0.00749355517754075,0.0348011538029062
"X339_120501",-0.0494646213571916,0.035289302614209,0.0500198308538643,-0.19403803928609,0.202120726246114,0.111385636537647,0.00417645777614809,0.070357283647994,0.0817594601034295,-0.0373336497851184,-0.0286992887485788
"X345_120501",0.0260860295958161,0.0262593449576262,-0.0197028833788197,0.0202104852121782,-0.0342062277566889,0.00893222473168218,0.0310813402599291,0.000560841285363325,-0.0222999738245458,0.00402099935826218,0.0254860489625484
"X351_120501",-0.0758727892267513,-0.00510855697722603,0.0730018531693484,0.0114522531008475,-0.022918377034878,0.0485127779888038,0.00452435128728963,-0.0718171036338218,0.0369269464932714,0.0350390161718066,-0.0864372937072046
"X352_120501",0.0296900614563263,0.0752038781934779,-0.0521824589760709,-0.0862160596474397,0.137704979466605,0.0859343540103897,-0.0379918055994822,0.166280292821196,0.0870881952775659,-0.173917575040249,0.0703003186444132
"X358_120502",-0.069428596611253,0.0264644108421875,0.0587511033941436,0.0255569888245368,-0.0608775055818528,-0.0234494548615216,0.0335926182637906,-0.0910040173085183,-0.0166586472718832,0.064599123027405,-0.0817577794484052
"X360_120502",-0.020552568379257,0.0348547396412113,-0.00959407654842747,0.0521986224416685,-0.0783500837760943,-0.0481142703807541,0.0735027909470717,-0.0224929344353462,0.0271076137761286,-0.0344449689128024,0.0683131561963811
"X368_120502",-0.0328819503464579,-0.0756862471770937,0.017792053596622,0.0600119132983317,-0.0406419688985734,-0.00923176316685856,0.00457750167621137,-0.0298399855857995,-0.0104646249485537,0.00244474444393094,0.0373023485645539
"X377_120503",0.07232916593585,-0.0811506482143916,-0.0161835745721597,0.0141097508796917,0.0247795268061779,-0.0896436758364881,-0.115833485884489,-0.0581866040255855,-0.136320638289689,0.0913412493371511,-0.092354571689808
"X378_120503",-0.0183702102402691,0.075113932988475,-0.0273654535551065,0.0492377560528909,-0.052541113504174,0.0519284058390462,0.026321754653182,0.0187832477281752,0.085067874116949,-0.0570226944588317,0.0148318142096166
"X386_120503",-0.0394591565616998,-0.124084884423886,0.0343748769287743,-0.0504862037220722,0.0346204338819457,-0.0388210692619306,0.00377090103106254,-0.038372143942955,0.0880961632997427,0.0254325329413256,-0.0187002647904678
"X391_120503",-0.104710731057674,0.0597732901948412,0.0786114604044037,0.0683324680851645,-0.100408193732106,0.115228243062525,0.168468734976305,-0.0649953574451608,0.0279405129887848,-0.0299572449340473,0.0261420537223274
"X399_120503",0.0485690670291173,-0.0383138107894144,-0.00741879782107033,0.00299639117981178,0.00666396585944171,-0.0721077692954444,-0.0247665227836081,-0.0316694886853623,-0.0770512971134564,0.0701413308574636,-0.0214661086139397
"X403_120503",-0.00532495339997037,0.0362635883646723,0.0106372242598533,0.0613132958660065,-0.0684489229744876,-0.0231503206494895,0.0367953766618599,-0.0547559781117394,0.0625197924630215,0.0018732309523687,0.0148585909705983
"X405_120503",0.135570918990848,-0.0338402776939834,-0.101473415324292,-0.00113277852161237,-0.00507456592772262,-0.0610260534674495,-0.0935317032696091,-0.00484099505446227,-0.111006408500828,0.0789509795441347,-0.0717320081052527
"X408_120503",0.0359442698935683,-0.0626275905668515,-0.0571651293363956,0.0482335281409628,-0.061831823655523,-0.0165502277131778,-0.00740113595748949,0.0213867234896712,-0.0271866732480619,-0.00796489867142649,0.0549330967968649
"X415_120503",0.0265821990153991,-0.061977179237098,-0.0284749657507737,-0.0556283925204703,0.0424564754373467,-0.0469715232562869,-0.0232813574875006,-0.0223112176230095,0.0800974241225009,0.0376990272906048,-0.0760461333054515
"X418_120507",0.0243600627865448,0.0137604819000557,-0.0191800951287985,-0.0698638960513253,0.0501017751272956,0.0585430186878378,0.0206203063727143,0.095217756429623,0.00188374546123899,-0.0290656205735906,0.0364339997763574
"X426_120507",0.0725638670066312,-0.0640489623485367,-0.0779973034486272,-0.00351494470094032,0.0402216081337139,-0.0786989223150396,-0.0597435117986517,0.0207488033264659,-0.0235302855230958,0.0293422488403668,-0.0130009498986752
"X433_120507",0.116984164678756,0.0110705001812725,-0.115289539733914,-0.0481282019407927,0.0688382834281941,-0.132719053686521,-0.0733820587414164,0.0158655475894192,0.0437746852425206,0.0495006644206268,-0.0206288665791521
"X45_120416",0.033799202395988,0.00200267650228411,-0.0276547566110313,0.0882859090619307,-0.0619824586893681,-0.080808489026943,-0.0305449339185819,-0.0158724323215142,-0.0205660627683346,0.0110497789476736,0.0239088612323874
"X456_120507",0.048219799559678,0.152161853067045,-0.101356450950728,0.00363567330527618,0.0162835356735581,0.00397034381839581,-0.098749014805919,0.119381382735047,0.0256951083389225,-0.0848844505584812,0.0918342102268932
"X460_120514",0.0366186004923731,0.00111404515225872,-0.0350553265853018,-0.0193010599307289,0.00284404746672665,-0.0455342115227384,0.107303592510803,-0.0284396149154638,-0.0208479744708564,0.0449840890983269,-0.00198348928882513
"X461_120514",0.0395073571208704,-0.0653398350937256,-0.00462552860780119,0.00712036730257327,0.00123137356594575,-0.0381326648971017,0.00264617833002702,-0.0308530626912996,-0.0372758553618324,0.054560758201335,-0.0288271810944286
"X462_120514",0.0569726144679153,0.0349493785223022,-0.0509529698722748,-0.0424146010942243,0.0390306948019941,-0.0500620777780938,-0.0638324406750907,0.0313931894669672,0.00606195682364763,0.0151281634994068,-0.00206720830030751
"X463_120514",-0.055126302785945,0.149366703512089,0.0506329120376642,-0.0744971454230832,0.0688658351978214,0.0748839807545362,0.073646961500453,0.0539535528850668,-0.00644142500469558,-0.067414515209221,0.0453239188382373
"X464_120514",0.0632097550181911,0.105560914708544,-0.0867737589141002,-0.0471778261752331,0.0518978177888349,0.0653697035610971,-0.0329330848765791,0.131657748709303,0.0250928883939938,-0.0822432503627449,0.0951843148151588
"X468_120514",-0.00722446842091818,0.0143684246927601,-0.0255090266277098,-0.0877491178661428,0.0552232828848009,0.0444960309257895,-0.0157005574326665,0.0449051072503222,0.0898055352203733,-0.0197410670626918,-0.0201878554273305
"X470_120514",0.0867490433697466,-0.0463395399276949,-0.0492113871557087,-0.0756255653080478,0.0853570970075338,-0.0482797707819358,-0.0840762652480058,-0.0117556423259014,-0.143432136759793,0.0741727317040275,-0.0739942377226224
"X474_120514",0.0030243940106913,0.0924107400504505,0.00178701044778654,-0.0664538609302026,0.0719358876141087,-0.00125173730445517,-0.081008360801458,0.0295016866573357,-0.0053304143814924,0.0133990220399783,-0.047210784999358
"X481_120514",-0.0222262252071837,-0.0392467223837511,0.0569777444966933,-0.0380331644096009,-0.00587596684073808,-0.00257210233933232,0.063133879472253,-0.057813942048044,-0.0100065059329594,0.0627268056144324,-0.123268722723271
"X483_120515",0.106681476405375,-0.00550765115519643,-0.0830483535600853,-0.0152593830328174,0.026050540020822,-0.0831070507218117,-0.107844509974684,-0.00886616238386124,-0.0846770278319209,0.080096300817031,-0.0640677736057241
"X484_120515",-0.0355793185716874,0.134263509063827,0.00804332071643656,-0.130729895144626,0.111137944819069,0.101114802856996,0.00837203044966671,0.0750953422328485,0.0642979148857457,-0.0577115969368539,0.00105441988349584
"X487_120515",-0.0611352525001372,-0.157540790475315,0.0984152015488668,-0.0577729264938145,0.0781237444472356,0.0149536877923752,0.0653166253745303,-0.0479579203274248,0.00478074432975834,0.0423910200045587,-0.078542677556115
"X495_120515",-0.00614468039574858,-0.0185854023580441,-0.00782352847257734,0.039344882507657,-0.0201692393409803,-0.0206494166242146,0.0200856924314913,0.013222099658641,0.000328340490408275,-0.0273522927181099,0.0448187779080667
"X498_120515",-0.0335572888575069,0.0140141792697162,0.0696745291896589,0.0712029342436361,-0.0581004421905277,0.00921202659356496,0.0858717184304854,-0.0765323233163534,-0.0103375213420756,0.0390667675831855,-0.0334119483135719
"X502_120515",0.0732786914681549,-0.0202462736694305,-0.0214294863746617,0.0406400481326605,-0.0476045761121913,-0.0561078500628176,-0.0231442018121231,-0.0329435982105883,-0.084566610771779,0.0534899746105166,-0.0841707556678002
"X505_120515",-0.0422454365237548,-0.000967596691802711,-0.0466133909707309,-0.158785125575413,0.121376555521095,-0.00520026334903659,0.0675908869141825,0.10170411211941,0.22834236124848,-0.13202369436484,0.0870546799738254
"X506_120515",-0.0916558518154113,0.0784317270384661,0.0251631620477031,-0.0195405047106131,-0.00201883127363173,0.157350062145642,0.0745296452531447,0.101611466929057,0.156021031770372,-0.152013637018997,0.0760104631751172
"X508_120515",0.0915730910431167,-0.0222966705827518,-0.0763332919307976,-0.0940623209641605,0.117995813985831,-0.0132589099228573,-0.133360298825935,0.101266580468656,-0.0145584217495786,-0.0115968983802566,-0.0297779977338049
"X522_120515",0.141228672962319,-0.0471844633129198,-0.185146003167239,-0.119047760718153,0.109781011943535,-0.0993913641071983,-0.126307166135556,0.0399180968076383,0.103817762479647,0.0589447352909886,-0.149248944341903
"X525_120515",0.0341251947157637,-0.0382762677839576,-0.0688675622016646,-0.0671545729676646,0.0495713261781597,-0.0203835407440069,0.120295238414184,0.0168837845223761,0.0350792432816723,-0.00184505711348434,0.0290544458345814
"X534_120516",-0.0640997938065619,0.18961149971003,0.0179852220909869,-0.0913766185438819,0.110591334892304,0.182807613041289,-0.0328858165778767,0.184360302429991,0.0530428462614125,-0.197237985750271,0.153085054700924
"X542_120516",-0.00275430313192261,0.0700713391696536,0.0377971265287852,0.0274389156351782,-0.00643850332546179,0.0869578200622856,0.00123951701258238,-0.0166167789094344,-0.0792458723290392,0.0583191204652581,-0.122351980889586
"X543_120516",-0.0156538319577736,-0.0025149183159932,0.0843871115992065,-0.109113635078993,0.0907962759269835,0.0344912332307075,-0.0347521099571931,-0.0287145705711105,-0.0522281262171316,0.0985626479486497,-0.141707503698562
"X547_120516",0.112331383880646,0.0378849006980263,-0.0462952474331293,0.0374252888008704,-0.0146996785481614,-0.0580119793017693,-0.02060516545146,-0.0480301333791034,-0.115579054613487,0.0965583789492433,-0.100707371360751
"X551_120517",0.0867140388933668,-0.0610718082381217,-0.0427964385098241,0.0541447787498885,-0.0377782916829799,-0.112034898028466,0.0239557493386327,-0.0511475524621552,-0.0721757669409678,0.0851151454442697,-0.0396895740212078
"X559_120517",0.0774010844835035,0.0456618390830371,-0.0460947635544792,-0.0198974102536449,0.0283770888934125,0.0032293393580553,-0.111636643043057,0.0327570388938417,-0.0987550402588537,0.0364623612855658,-0.0386292632769274
"X564_120517",-0.034294241267835,0.0915412823972551,0.00275233985726764,0.204439237850993,-0.148885101610065,-0.0300916369672758,0.00323704135994049,-0.0201661178301599,0.0196291033419336,-0.05441845830908,0.0607778684024057
"X567_120521",-0.0486739916380939,0.0197254300560901,0.0621648444714188,0.0536971418063912,-0.0653224830716328,0.030779204957035,0.0734014413363923,-0.0482800853045364,-0.0296956816731433,0.00423979962017196,0.0271704877196921
"X569_120521",0.0393424779567233,0.0983197299229946,-0.0577859057906211,0.0139039437711005,-0.0181078068355468,-0.0400148441636512,0.09288451593683,0.0721165102262999,0.115995630177582,-0.109215751190552,0.0711742459551015
"X57_120417",-0.0245204975292626,-0.0707589656043225,0.0563796965700449,0.0589450469569521,-0.083740707704857,-0.103345011651732,0.00255497771439475,-0.104786097748784,-0.0600758017917322,0.0842874261605867,-0.0115132778090332
"X573_120521",0.094475085593735,0.0313388495381947,-0.0643181154421697,0.00754262211844787,-0.0119490688042732,-0.104706011606681,0.13260129479924,-0.0491953448662125,0.082550108085982,0.0531441659445922,-0.0996473803666756
"X583_120522",0.0392009306767979,0.0255594228136149,-0.0594924931707166,-0.00729386947289239,0.0203694336698398,0.0191178165550475,-0.0982533902703142,0.0495503545082958,0.0332840627737745,-0.0254847288476793,0.0046941067619304
"X587_120522",-0.0789988390503682,0.0424576187837776,0.10071324528668,-0.0213076331690079,0.0241655090682419,0.0889424661304287,0.0464400234275009,-0.03782948036401,-0.0764505187799025,0.0191006708815691,-0.0303547331921286
"X588_120522",-0.0765114355165872,-0.0365548748511058,0.0366954148379238,-0.0124216571155432,0.0284235816598015,0.00334681437322764,0.0354044228478306,0.00932349711475228,0.0555643529428061,-0.0444764000218804,0.0776390264374121
"X589_120522",-0.0589898178585331,0.0612293009797101,0.0288190132361755,-0.125157633633557,0.1070943094379,0.0828803312522581,-0.0212648130202836,0.130277097013548,0.0231359022785367,-0.103087644232014,0.109908638180404
"X593_120522",0.00457996726599067,0.127899112918798,0.00856614211949483,0.0464467858342329,-0.0334283422183384,0.0311124048210308,-0.00674680865844702,0.00387342231630947,-0.0777681561994263,0.0103666496849319,0.0298140681740426
"X595_120522",-0.14762246184204,0.184157335055951,0.0992068268284948,0.0197402526418087,-0.0541426655972519,0.224132613368512,0.103042205203989,0.0526697728209588,0.0937281159011486,-0.159203735661614,0.102142779326008
"X596_120522",0.0565121875829654,-0.0416246791498351,0.0402700597782754,0.0129087192456046,-0.013275888736142,-0.092245665493509,0.0893536246397524,-0.145696000428692,-0.073727763468741,0.130706629818573,-0.17788175137726
"X599_120523",-0.0192135551531248,0.00220844650067224,-0.00394592704310907,0.0265711031747979,-0.0303753591014331,-0.00676466072035454,-0.0152492443409383,0.00159548930135616,0.099241410694114,-0.0262965727501081,0.0541881688030888
"X600_120523",0.0493408384282461,-0.0250585555502674,-0.0310833158105493,0.0477154928564445,-0.0427232688331745,-0.0681211933058473,0.0404963343087643,-0.0371407566310532,-0.0945803055553039,0.0597002915670277,0.0109516571804914
"X60_120417",-0.0405577905774277,0.0065768255059893,0.0230009069542664,5.67132906100303e-06,0.00818563220851544,-0.028820570738866,-0.0109826423125367,0.022980881514916,0.0343700863197708,-0.0612294075689104,0.0748718032412808
"X603_120523",0.0811261086911738,-0.0762637885405689,-0.0543040317508393,0.0391325967463544,0.0145349150257172,-0.0463413719946584,-0.124028228626861,0.0277139844361111,-0.102733395892148,0.0395418716293495,-0.0157231731016657
"X605_120523",-0.0547933509630895,-0.0709287674970767,0.0798397099840048,-0.06055179502683,0.0770840903260716,-0.103489107678842,-0.0239303638128414,-0.0484954978599776,0.111300692143015,0.00873324403588831,-0.0697474755220624
"X614_120523",0.0614041306008761,0.0825741352562299,-0.0472652827270218,0.0337584998065306,-0.000919620870470065,-0.0871175367673644,-0.110692562440687,-0.0186602719660537,-0.0972775047486274,0.0574869626470624,-0.0426515370330367
"X626_120524",-0.0400297469557347,0.0120945987481995,0.00235130024541594,0.023609114703695,-0.014262347704953,0.0549051721605816,-0.0281349928537045,0.0676338735365948,0.0336225204988737,-0.0658194865501876,0.0958826386954734
"X633_120524",0.0551890691674468,0.0251151121831722,-0.0890861568765319,0.0112348544676017,0.0138184751476889,-0.0318155311128268,-0.0297840825128974,0.0536969963140366,0.0522171983993891,-0.037481265400246,0.0460250280348694
